;A;CA;CV;DD;DP;FC;FD;FF;FS;FT;G;GC;GS;I;PE;PP;RB;SG;atletas_scout;apelido;atleta_id;clubename;clube_id;jogos_num;media_num;nome;pontos_num;posicao_id;preco_num;Rodada;status_id;variacao_num
3052;;;;;;;;;;;;;;;;;;;;Mauricio;96464;Avai;AVA;0;0.0;Mauricio Tomazi Pinheiro;0.0;zag;2.0;3;Nulo;0.0
3053;;;;;;;;;;;;;;;;;;;;Renan Lodi;96591;Atletico-PR;ATL;0;0.0;Renan Augusto Lodi dos Santos;0.0;lat;4.0;3;Nulo;0.0
3054;;;;;;;;;;;;;;;;;;;;Vitor;96804;Avai;AVA;0;0.0;Vitor da Silva Vieira;0.0;ata;2.0;3;Nulo;0.0
3055;;;;;;;;;;;;;;;;;;;;Carlinhos;96831;Corinthians;COR;0;0.0;Carlos Moises de Lima;0.0;ata;2.0;3;Nulo;0.0
3056;;;;;;;;;;;;;;;;;;;;Rodrigo Figueiredo;96832;Corinthians;COR;0;0.0;Rodrigo Figueiredo de Carvalho;0.0;mei;1.0;3;Nulo;0.0
3057;;;;;;;;;;;;;;;;;;;;Emerson;96870;Ponte Preta;PON;0;0.0;Emerson Aparecido Leite de Souza Junior;0.0;lat;1.0;3;Nulo;0.0
3058;;;;;;;;;;;;;;;;;;;;Leo Lopes;96965;Avai;AVA;0;0.0;Leonardo Thomas Lopes;0.0;gol;1.0;3;Nulo;0.0
3059;;;;;;;;;;;;;;;;;;;;Arthur Gomes;96966;Santos;SAN;0;0.0;Arthur Gomes Lourenco;0.0;ata;2.0;3;Nulo;0.0
3060;;;;;;;;;;;;;;;;;;;;Dida;97138;Gremio;GRE;0;0.0;Renan Silva Braganca;0.0;gol;1.0;3;Nulo;0.0
3061;;;;;;;;;;;;;;;;;;;;Santarem;97228;Avai;AVA;0;0.0;Carlos Vitor da Silva Nascimento;0.0;ata;1.0;3;Nulo;0.0
3062;;;;;;;;;;;;;;;;;;;;Mantuan;97315;Corinthians;COR;0;0.0;Guilherme Mantuan;0.0;mei;1.0;3;Contundido;0.0
3063;;;;;;;;;;;;;;;;;;;;Rogerio Ceni;97341;Sao Paulo;SAO;3;4.58;Rogerio Ceni;6.26;tec;9.51;3;Provavel;1.19
3064;;;;;;;;;;;;;;;;;;;;Daniel;97349;Atletico-MG;ATL;0;0.0;Daniel dos Santos Penha;0.0;mei;1.0;3;Nulo;0.0
3065;;;;;;;;;;;;;;;;;;;;Pachu;97352;Botafogo;BOT;0;0.0;Luiz Henrique Pachu Lira;0.0;ata;2.0;3;Nulo;0.0
3066;;;;;;;;;;;;;;;;;;;;Romercio;97443;Coritiba;COR;0;0.0;Romercio Pereira da Conceicao;0.0;zag;2.0;3;Nulo;0.0
3067;;;;;;;;;;;;;;;;;;;;Julio Rusch;97444;Coritiba;COR;0;0.0;Julio Cezar Rusch;0.0;mei;3.0;3;Nulo;0.0
3068;;;;;;;;;1.0;;;;;;;;;;;Matheus Iacovelli;97445;Palmeiras;PAL;1;0.5;Matheus Felipe Camargo Iacovelli;0.0;ata;1.68;3;Nulo;0.0
3069;;;;;;;;;;;;;;;;;;;;Marcos Calazans;97452;Fluminense;FLU;0;0.0;Marcos Vinicius Silva Rocha Calazans;0.0;ata;4.0;3;Nulo;0.0
3070;;;;;;;;;;;;;;;;;;;;Filigrana;97502;Coritiba;COR;0;0.0;Yilmar Alexis Filigrana Possu;0.0;ata;2.0;3;Nulo;0.0
3071;;;;;;;;;;;;;;;;;;;;Shaylon;97520;Sao Paulo;SAO;0;0.0;Shaylon Kallyson Cardoso;0.0;mei;1.0;3;Nulo;0.0
3072;;;;;;;;;;;;;;;;;;;;Matheus Alessandro;97527;Fluminense;FLU;0;0.0;Matheus Alessandro dos Santos Pereira;0.0;ata;1.0;3;Nulo;0.0
3073;;;;;;;;;;;;;;;;;;;;Frazan;97528;Fluminense;FLU;0;0.0;Wesley Frazan Bernardo;0.0;zag;2.0;3;Nulo;0.0
3074;;;;;;;;;1.0;;;;;;3.0;;;;;Jean Pineda;97532;Vitoria;VIT;2;-0.2;Jean Paul Jesus Pineda Cortes;-0.1;ata;2.38;3;Nulo;-0.94
3075;;;;;;;;;;;;;;;;;;;;Hiago;97535;Chapecoense;CHA;0;0.0;Hiago Correa Silveira Cena;0.0;zag;1.0;3;Nulo;0.0
3076;;;;;;;;;;;;;;;;;;;;Bryan;97536;Chapecoense;CHA;0;0.0;Bryan Borges Mascarenhas;0.0;mei;1.0;3;Nulo;0.0
3077;;;;;;3.0;;;3.0;;;;;;5.0;;2.0;1.0;;Marcio;97538;Coritiba;COR;2;3.45;Marcio Marcelo Leite Junior;5.8;zag;3.7;3;Provavel;1.76
3078;;;;;;;;;;;;;;;;;;;;Marco Tulio;97546;Atletico-MG;ATL;0;0.0;Marco Tulio Oliveira Lemos;0.0;ata;1.0;3;Nulo;0.0
3079;;;;;;;;;;;;;;;;;;;;Thiago Couto;97645;Sao Paulo;SAO;0;0.0;Thiago Couto Wenceslau;0.0;gol;1.0;3;Nulo;0.0
3080;;;;;;;;;;;;;;;;;;;;Murilo;97653;Cruzeiro;CRU;0;0.0;Murilo Cerqueira Paim;0.0;zag;1.0;3;Nulo;0.0
3081;;;;;;;;;;;;;;;;;;;;Yan;97680;Santos;SAN;0;0.0;Yan Oliveira Lima;0.0;mei;2.0;3;Nulo;0.0
3082;;;;;;;;;;;;;;;;;;;;Reynaldo;97768;Ponte Preta;PON;0;0.0;Reynaldo Cesar Moraes;0.0;zag;2.0;3;Nulo;0.0
3083;;;;;;3.0;1.0;1.0;1.0;;;;;;;;;;;Yuri;97769;Ponte Preta;PON;1;0.7;Yuri Jonathan Vitor Coelho;0.0;ata;1.04;3;Nulo;0.0
3084;;;;;;;;;;;;;;;;;;;;Thiaguinho;97771;Ponte Preta;PON;0;0.0;Wytallo Thiago Lima da Silva;0.0;ata;2.0;3;Nulo;0.0
3085;;;;;;;;;;;;;;;;;;;;Nonoca;97856;Cruzeiro;CRU;0;0.0;Lucas de Souza Ventura;0.0;mei;2.0;3;Nulo;0.0
3086;;;;;;;;2.0;;;;;;;;;1.0;;;Jhemerson;97863;Vitoria;VIT;1;3.1;Jhemerson Guimaraes Gaigher;0.0;mei;4.28;3;Nulo;0.0
3087;;;;;;;;;;;;;;;;;;;;Patrick;97877;Sport;SPO;0;0.0;Patrick Correia Sales;0.0;ata;1.0;3;Nulo;0.0
3088;;;;;;;;;;;;;;;;;;;;Jacy;97878;Atletico-PR;ATL;0;0.0;Jacy Maranhao Oliveira;0.0;zag;1.0;3;Nulo;0.0
3089;;;;;;;;;;;;;;;;;;;;Matheus Anjos;97879;Atletico-PR;ATL;0;0.0;Matheus Aleksander dos Anjos;0.0;mei;2.0;3;Nulo;0.0
3090;;;;;;;;;;;;;;;;;;;;Murillo;97880;Atletico-PR;ATL;0;0.0;Murillo Magno de Carvalho;0.0;ata;1.0;3;Nulo;0.0
3091;;;;;;;;;;;;;;;;;;;;Rafael;97902;Flamengo;FLA;0;0.0;Rafael Santos de Sousa;0.0;zag;1.0;3;Nulo;0.0
3092;;;;;;;;;;;;;;;;;;;;Mailson;98034;Sport;SPO;0;0.0;Mailson Tenorio dos Santos;0.0;gol;1.0;3;Nulo;0.0
3093;;;;;;;;;;;;;;;;;;;;Caio;98035;Sport;SPO;0;0.0;Caio Felipe dos Santos Silva;0.0;lat;2.0;3;Nulo;0.0
3094;;;;;;;;;;;;;;;;;;;;Luiz Felipe;98056;Atletico-GO;ATL;0;0.0;Luiz Felipe Machado de Souza;0.0;mei;2.0;3;Nulo;0.0
3095;;;;;;;;;;;;;;;;;;;;Cedric;98221;Vitoria;VIT;0;0.0;Ilson Cedric Borges de Accacio Lima;0.0;lat;2.0;3;Nulo;0.0
3096;;;;;;;;;;;;;;;;;;;;Evanderson;98315;Atletico-GO;ATL;0;0.0;Evanderson Costa da Silva;0.0;mei;1.0;3;Nulo;0.0
3097;;;;;;;;;;;;;;;;;;;;Gabriel Batista;98333;Flamengo;FLA;0;0.0;Gabriel Batista de Souza;0.0;gol;1.0;3;Nulo;0.0
3098;;;;;;;;;;;;;;;;;;;;Bruno Guimaraes;98352;Atletico-PR;ATL;0;0.0;Bruno Guimaraes Rodriguez Moura;0.0;mei;1.0;3;Nulo;0.0
3099;;;;;;;;;;;;;;;;;;;;Patrick Luan;98401;Fluminense;FLU;0;0.0;Patrick Luan dos Santos;0.0;ata;1.0;3;Nulo;0.0
3100;1.0;;;;;4.0;1.0;1.0;9.0;;;;;;8.0;;5.0;;;Wendel;98402;Fluminense;FLU;3;5.1;Marcus Wendel Valle da Silva;0.1;mei;11.01;3;Provavel;-1.09
3101;;;;;;;;;;;;;;;;;;;;Lucas Silva;98515;Flamengo;FLA;0;0.0;Lucas da Silva de Jesus;0.0;ata;2.0;3;Nulo;0.0
3102;;;;;;;;;;;;;;;;;;;;Loran ;98516;Flamengo;FLA;0;0.0;Loran dos Santos da Silva;0.0;ata;1.0;3;Nulo;0.0
3103;;;;;;;;;;;;;;;;;;;;Jean Lucas;98517;Flamengo;FLA;0;0.0;Jean Lucas de Souza Oliveira;0.0;mei;2.0;3;Nulo;0.0
3104;;;;;;;;;;;;;;;;;;;;Pedrinho;98706;Corinthians;COR;0;0.0;Pedro Victor Delmino da Silva;0.0;ata;1.0;3;Nulo;0.0
3105;;;;;;;;;;;;;;;;;;;;Emanuel;98766;Atletico-MG;ATL;0;0.0;Emanuel Rocha Dos Santos;0.0;lat;1.0;3;Nulo;0.0
3106;;;;;;;;;;;;;;;;;;;;Flavio;98774;Atletico-MG;ATL;0;0.0;Flavio Augusto De Castro;0.0;ata;1.0;3;Nulo;0.0
3107;;;;;;;;;;;;;;;;;;;;Marcelo;98874;Atletico-PR;ATL;0;0.0;Marcelo dos Santos Rosa;0.0;ata;2.0;3;Nulo;0.0
3108;;;;;;;;;;;;;;;;;;;;Claudio Vitor;98888;Avai;AVA;0;0.0;Claudio Vitor Morais de Lima Cruz;0.0;gol;1.0;3;Nulo;0.0
3109;;;;;;;;;;;;;;;;;;;;Joao Pedro;98910;Atletico-GO;ATL;0;0.0;Joao Pedro Ribeiro dos Reis;0.0;ata;4.0;3;Nulo;0.0
3110;;;;;;;;;;;;;;;;;;;;Derlan;98945;Fluminense;FLU;0;0.0;Derlan de Oliveira Bento;0.0;zag;1.0;3;Nulo;0.0
3111;;;;;;;;;;;;;;;;;;;;Leo Natel;98952;Sao Paulo;SAO;0;0.0;Leonardo Natel Vieira;0.0;ata;1.0;3;Nulo;0.0
3112;;;;;;;;;;;;;;;;;;;;Riuler;99021;Atletico-PR;ATL;0;0.0;Riuler de Oliveira Faustino;0.0;lat;2.0;3;Nulo;0.0
3113;;;;;;1.0;1.0;1.0;;;;;;;4.0;;;;;Lourenco;99032;Avai;AVA;2;0.0;Joao Paulo Ferreira Lourenco;-0.4;ata;0.74;3;Nulo;-0.17
3114;;;;;;;;;;;;;;;;;;;;Joao Victor;99033;Sport;SPO;0;0.0;Joao Victor Inacio Araujo;0.0;mei;2.0;3;Nulo;0.0
3115;;;;;;;;;;;;;;;;;;;;Elias;99034;Sport;SPO;0;0.0;Elias Lira Nogueira Junior ;0.0;lat;2.0;3;Nulo;0.0
3116;;;;;;;;;;;;;;;;;;;;Pedro Vitor;99035;Sport;SPO;0;0.0;Pedro Vitor Ferreira Da Silva ;0.0;ata;1.0;3;Nulo;0.0
3117;;;;;;;;;;;;;;;;;;;;Dayvid;99254;Sport;SPO;0;0.0;Dayvid Alexsander da Silva;0.0;lat;1.0;3;Nulo;0.0
3118;;;;;;;;;;;;;;;;;;;;Pedro Henryque;99255;Sport;SPO;0;0.0;Pedro Henryque Pereira dos Santos;0.0;zag;2.0;3;Nulo;0.0
3119;;;;;;;;;;;;;;;;;;;;Alesandro;99256;Sport;SPO;0;0.0;Alesandro dos Santos Pereira;0.0;zag;1.0;3;Nulo;0.0
3120;;;;;;;;;;;;;;;;;;;;Joao Erick;99257;Sport;SPO;0;0.0;Joao Erick Marques da Silva;0.0;mei;2.0;3;Nulo;0.0
3121;;;;;;;;;;;;;;;;;;;;Matheus Bezerra;99258;Sport;SPO;0;0.0;Matheus Bezerra Santos;0.0;mei;1.0;3;Nulo;0.0
3122;;;;;;;;;;;;;;;;;;;;Henrique;99283;Avai;AVA;0;0.0;Junior Henrique Eichelberger;0.0;zag;3.0;3;Nulo;0.0
3123;;;;;;;;;;;;;;;;;;;;Lucas indio;99353;Atletico-MG;ATL;0;0.0;Lucas de Oliveira Antunes;0.0;ata;1.0;3;Nulo;0.0
3124;;;;;;;;;;;;;;;;;;;;Vinicius;99356;Sport;SPO;0;0.0;Jose Vinicius Almeida Soares;0.0;mei;2.0;3;Nulo;0.0
3125;;;;;;;;;;;;;;;;;;;;Borges;99379;Atletico-GO;ATL;0;0.0;Guilherme Borges Neves;0.0;mei;1.0;3;Nulo;0.0
3126;;;;;;;;;;;;;;;;;;;;Lucas Vinicius;99388;Atletico-GO;ATL;0;0.0;Lucas Vinicius Santos Bernardino;0.0;ata;1.0;3;Nulo;0.0
3127;;;;;;;;;;;;;;;;;;;;Alexsander;99411;Atletico-PR;ATL;0;0.0;Alexsander Jhonatta de Oliveira Andrade;0.0;mei;1.0;3;Nulo;0.0
3128;;;;;;;;;1.0;;;;;;2.0;;;;;eder Militao;99424;Sao Paulo;SAO;2;-0.05;eder Gabriel Militao;0.0;mei;0.74;3;Nulo;0.03
3129;;;;;;;;;;;;;;;;;;;;Felipe;99425;Fluminense;FLU;0;0.0;Felipe Souza Moreno Sampaio;0.0;ata;1.0;3;Nulo;0.0
3130;;;;;;;;;;;;;;;;;;;;Diego;99430;Botafogo;BOT;0;0.0;Diego Terra Loureiro;0.0;gol;1.0;3;Nulo;0.0
3131;;;;;;;;;;;;;;;;;;;;Caio;99460;Atletico-PR;ATL;0;0.0;Caio Alan Tem Catem Goncalves;0.0;gol;1.0;3;Nulo;0.0
3132;;;;;;;;;;;;;;;;;;;;Daniel;99461;Atletico-PR;ATL;0;0.0;Daniel dos Santos Oliveira;0.0;zag;1.0;3;Nulo;0.0
3133;;;;;;;;;;;;;;;;;;;;Wenderson;99474;Botafogo;BOT;0;0.0;Wenderson Da Silva Costa Ferreira;0.0;mei;1.0;3;Nulo;0.0
3134;;;;;;;2.0;1.0;;;;;;;2.0;;;;;Vinicius Junior;99535;Flamengo;FLA;3;0.7;Vinicius Jose Paixao de Oliveira Junior;1.7;ata;1.86;3;Nulo;0.36
3135;;;;;;;;;;;;;;;;;;;;Fernando;99550;Botafogo;BOT;0;0.0;Fernando Peixoto Costanza;0.0;lat;1.0;3;Nulo;0.0
3136;;;;;;;;;;;;;;;;;;;;Paulo Vitor;99588;Vasco;VAS;1;0.0;Paulo Vitor Fernandes Pereira;0.0;ata;1.41;3;Nulo;0.0
3137;;;;;;;;;;;;;;;;;1.0;;;Bruno Cosendey;99615;Vasco;VAS;1;1.7;Bruno Cosendey Lobo Pinto;0.0;mei;2.21;3;Nulo;0.0
3138;;;;;;;;;;;;;;;;;;;;Felipe Saraiva;99616;Ponte Preta;PON;0;0.0;Felipe Saraiva;0.0;mei;1.0;3;Nulo;0.0
3139;;;;;;1.0;;1.0;2.0;;;;;1.0;3.0;;1.0;;;Conrado;99625;Gremio;GRE;1;1.5;Conrado Buchanelli Holz;1.5;mei;2.16;3;Nulo;0.16
3140;;;;;;;;;;;;;;;;;;;;Esperon;99628;Gremio;GRE;0;0.0;Ezequiel Gonzalo Esperon;0.0;mei;1.0;3;Nulo;0.0
3141;;;;;;;;;;;;;;;;;;;;Jadson;99629;Gremio;GRE;0;0.0;Jadson Ailton Oliveira Da Silva Vale;0.0;ata;1.0;3;Nulo;0.0
3142;;1.0;;;;2.0;1.0;2.0;;;;;;;1.0;;2.0;1.0;;Juan;36540;Flamengo;FLA;1;7.5;Juan Silveira dos Santos;7.5;zag;6.11;4;Provavel;1.11
3143;;;;;;2.0;;;;;;;;;2.0;;1.0;1.0;;Ze Roberto;36612;Palmeiras;PAL;1;5.1;Jose Roberto da Silva Junior;0.0;lat;9.27;4;Nulo;0.0
3144;;;;;;;;;;;;;;;;;;;;Mano Menezes;37281;Cruzeiro;CRU;4;3.61;Luis Antônio Venker de Menezes;0.65;tec;11.71;4;Provavel;-0.84
3145;;;;;;;;;;;;;;;;;;;;Gilson Kleina;37306;Ponte Preta;PON;4;5.79;Gilson Kleina;6.42;tec;12.84;4;Provavel;1.11
3146;;;;;;2.0;;;4.0;;;;;;8.0;;3.0;;;Paulo Andre;37604;Atletico-PR;ATL;3;1.23;Paulo Andre Cren Benini;-0.4;zag;4.48;4;Nulo;-0.81
3147;;1.0;;;;1.0;;2.0;1.0;;;;;;14.0;;4.0;;;Michel Bastos;37607;Palmeiras;PAL;3;0.67;Michel Fernandes Bastos;-0.7;mei;5.71;4;Duvida;-0.44
3148;;;;;;;;;;;;;;;;;;;;Cristian;37608;Corinthians;COR;0;0.0;Cristian Mark Junio Nascimento Oliveira Baroni;0.0;mei;4.0;4;Nulo;0.0
3149;;;;;;4.0;;;;;;;;;7.0;;1.0;;;Rafael Marques;37623;Vasco;VAS;2;-1.2;Rafael Marques Pinto;0.0;zag;2.12;4;Contundido;0.0
3150;;;;;;;1.0;;2.0;;;;;;1.0;;2.0;1.0;;Rodrigo;37644;Ponte Preta;PON;2;5.05;Rodrigo Baldasso da Costa;10.1;zag;10.08;4;Provavel;2.63
3151;;;;;;;;;;;;;;;;;;;;Marcelo Mattos;37645;Vasco;VAS;0;0.0;Marcelo Mendonca de Mattos Terra;0.0;mei;4.0;4;Contundido;0.0
3152;;2.0;;;;2.0;;;4.0;;;;;;14.0;;4.0;2.0;;Betao;37646;Avai;AVA;4;2.4;Ebert Willian Amancio;5.0;zag;6.81;4;Provavel;1.15
3153;;;;;;1.0;;1.0;3.0;;;;;;4.0;;1.0;;;Carlos Alberto;37652;Atletico-PR;ATL;1;2.2;Carlos Alberto Gomes de Jesus;0.0;mei;6.81;4;Contundido;0.0
3154;;;;;;4.0;1.0;2.0;2.0;;1.0;;;2.0;2.0;;;;;Rafael Moura;37655;Atletico-MG;ATL;4;1.95;Rafael Martiniano de Miranda Moura;-0.3;ata;4.9;4;Nulo;-1.16
3155;;;;5.0;;1.0;;;;;;;3.0;;1.0;;;2.0;;Fabio;37656;Cruzeiro;CRU;4;4.55;Fabio Deivson Lopes Maciel;2.0;gol;12.36;4;Provavel;-0.74
3156;;;;;;3.0;;;3.0;;;;;;;;1.0;2.0;;Edu Dracena;37657;Palmeiras;PAL;2;5.85;Eduardo Luis Abonizio de Souza;6.2;zag;10.03;4;Nulo;0.48
3157;;;;;;;;;4.0;;;;;;13.0;;6.0;;;Jonathan;37662;Atletico-PR;ATL;4;2.07;Jonathan Cicero Moreira;5.8;lat;7.4;4;Nulo;1.4
3158;;;;;;;;;;;;;;;;;;;;Julio Cesar;37663;Vasco;VAS;0;0.0;Julio Cesar Coelho de Moraes Junior;0.0;lat;3.0;4;Nulo;0.0
3159;;;;;;;;;1.0;;;;;;1.0;1.0;;;;Alecsandro;37673;Coritiba;COR;1;-3.3;Alecsandro Barbosa Felisbino;0.0;ata;4.4;4;Nulo;0.0
3160;;;;;;1.0;;;;;;;;;1.0;;;;;Wagner;37674;Vasco;VAS;1;-0.8;Wagner Ferreira dos Santos;0.0;mei;5.49;4;Nulo;0.0
3161;;;;;;3.0;;1.0;4.0;;;;;2.0;5.0;;1.0;;;Cicero;37688;Sao Paulo;SAO;3;0.13;Cicero Santos;-0.6;mei;6.95;4;Provavel;-0.51
3162;;1.0;;;;3.0;;1.0;4.0;;;;;;11.0;;5.0;;;Henrique;37694;Cruzeiro;CRU;4;1.1;Henrique Pacheco de Lima;3.5;mei;6.25;4;Provavel;0.72
3163;;;;;;2.0;1.0;2.0;3.0;;;;;1.0;8.0;;2.0;3.0;;Leo Moura;37701;Gremio;GRE;3;6.13;Leonardo da Silva Moura;8.9;lat;11.87;4;Provavel;1.46
3164;;;;;;1.0;;1.0;1.0;;;;;;9.0;;;;;Juan;37705;Avai;AVA;1;-2.0;Juan Maldonado Jaimez Junior;-2.0;mei;3.67;4;Provavel;-2.33
3165;;;;;;;;;;;;;;;;;;;;Arouca;37718;Palmeiras;PAL;0;0.0;Marcos Arouca da Silva;0.0;mei;6.0;4;Contundido;0.0
3166;;;1.0;;;;;;;;;;;;1.0;;;3.0;;Marcelo Grohe;37770;Gremio;GRE;3;3.23;Marcelo Grohe;5.0;gol;10.35;4;Provavel;0.35
3167;;;;;;;;;;;;;;;;;;;;Edinho;37792;Coritiba;COR;0;0.0;Edimo Ferreira Campos;0.0;mei;6.0;4;Nulo;0.0
3168;;;;;;;;;;;;;;;;;;;;Rafael Sobis;37798;Cruzeiro;CRU;0;0.0;Rafael Augusto Sobis do Nascimento;0.0;ata;13.0;4;Contundido;0.0
3169;;;;;;;;;;;;;;;;;;;;Gustavo;37840;Avai;AVA;0;0.0;Gustavo Franchin Schiavolin;0.0;zag;6.0;4;Nulo;0.0
3170;;;;;;1.0;2.0;1.0;4.0;;;;;;1.0;;2.0;;;Maicosuel;37851;Sao Paulo;ATL;4;1.82;Maicosuel Reginaldo de Matos;2.7;mei;6.39;4;Nulo;0.42
3171;1.0;2.0;;;;4.0;2.0;3.0;3.0;;2.0;;;4.0;3.0;;1.0;;;Luis Fabiano;37919;Vasco;VAS;3;6.47;Luis Fabiano Clemente;0.0;ata;12.24;4;Provavel;0.0
3172;;;;7.0;;;;;;;;;4.0;;2.0;;;2.0;;Aranha;37984;Ponte Preta;PON;4;5.6;Mario Lucio Duarte Costa;11.0;gol;12.36;4;Provavel;2.44
3173;;;;;;;;;;;;;;;;;;;;Anderson;38001;Bahia;BAH;0;0.0;Anderson Pedro Nunes da Silva Campos;0.0;gol;1.0;4;Nulo;0.0
3174;1.0;1.0;;;;4.0;;1.0;3.0;;;;;;2.0;;1.0;;;Wendel;38021;Ponte Preta;PON;4;1.07;Wendel Geraldo Mauricio e Silva;-2.0;mei;4.22;4;Provavel;-1.57
3175;;;;;;4.0;;1.0;;;;;;;5.0;;;1.0;;Lugano;38062;Sao Paulo;SAO;1;2.2;Diego Alfredo Lugano Moreno;0.0;zag;4.62;4;Duvida;0.0
3176;;;;;;;;;;;;;;;;;;;;Danilo;38067;Corinthians;COR;0;0.0;Danilo Gabriel de Andrade;0.0;mei;5.0;4;Nulo;0.0
3177;;;;;;;;;1.0;;;;;;2.0;;2.0;;;Durval;38100;Sport;SPO;3;1.1;Severino dos Ramos Durval da Silva;2.2;zag;4.53;4;Provavel;0.29
3178;;;;;;;;;;;;;;;;;;;;Jefferson;38109;Botafogo;BOT;0;0.0;Jefferson de Oliveira Galvao;0.0;gol;9.0;4;Contundido;0.0
3179;1.0;;;;;6.0;2.0;;3.0;;3.0;;;5.0;9.0;;;;;Jô;38138;Corinthians;COR;4;6.08;Joao Alves de Assis Silva;12.4;ata;12.78;4;Provavel;3.5
3180;;;;8.0;;;;;1.0;;;;3.0;;1.0;;;2.0;;Fernando Prass;38140;Palmeiras;PAL;4;7.05;Fernando Buttenbender Prass;11.0;gol;17.06;4;Provavel;2.88
3181;;;;;;2.0;2.0;2.0;3.0;;;;;;15.0;;1.0;;;Marquinhos;38150;Avai;AVA;4;0.28;Marcos Vicente dos Santos;-0.1;mei;3.39;4;Provavel;-0.28
3182;;;;;;;;;;;;;;;;;;;;Artur Moraes;38156;Chapecoense;CHA;0;0.0;Artur Guilherme Moraes Gusmao;0.0;gol;6.0;4;Nulo;0.0
3183;1.0;;;;;7.0;2.0;4.0;11.0;;;;;2.0;8.0;;1.0;;;Fred;38162;Atletico-MG;ATL;4;2.53;Frederico Chaves Guedes;-0.3;ata;15.99;4;Provavel;-1.2
3184;;;;;;;;;;;;;;;;;;;;Maicon;38196;Gremio;GRE;1;0.0;Maicon Thiago Pereira de Souza;0.0;mei;9.17;4;Nulo;-2.83
3185;;;;;;;;;2.0;;;;;;2.0;;;;;Muriqui;38225;Vasco;VAS;1;0.4;Luiz Guilherme da Conceicao Silva;0.0;ata;3.86;4;Nulo;0.0
3186;;2.0;;;;7.0;;2.0;8.0;;;;;2.0;16.0;;3.0;1.0;;Fabio Santos;38229;Atletico-MG;ATL;4;0.55;Fabio Santos Romeu;6.3;lat;2.05;4;Provavel;1.31
3187;;;;;;2.0;2.0;2.0;2.0;1.0;;;;;4.0;;;;;Grafite;38230;Atletico-PR;ATL;3;1.9;Edinaldo Batista Libanio;-0.6;ata;8.7;4;Nulo;-1.23
3188;;1.0;;;;2.0;1.0;;4.0;;1.0;;;;12.0;;4.0;;;Robinho;38246;Atletico-MG;ATL;3;3.73;Robson de Souza;-1.3;ata;14.98;4;Provavel;-2.42
3189;;;;;;1.0;2.0;;1.0;;1.0;;;;8.0;;;;;Thiago Neves;38277;Cruzeiro;CRU;2;3.8;Thiago Neves Augusto;-0.8;mei;15.76;4;Provavel;-2.05
3190;;1.0;;;;5.0;1.0;2.0;3.0;;3.0;;;2.0;7.0;;2.0;;;Wellington Paulista;38279;Chapecoense;CHA;4;5.92;Wellington Pereira do Nascimento;9.5;ata;12.65;4;Provavel;1.74
3191;1.0;;;;;1.0;1.0;2.0;2.0;;;;;4.0;6.0;;3.0;;;Roger;38287;Botafogo;BOT;3;3.07;Roger Rodrigues da Silva;2.6;ata;6.79;4;Provavel;-0.13
3192;;;;;;6.0;;1.0;7.0;;;;;;10.0;;7.0;;;Marcio Araujo;38311;Flamengo;FLA;4;2.52;Marcio Rodrigues Araujo;2.8;mei;8.24;4;Provavel;0.39
3193;;;;;;2.0;2.0;5.0;1.0;;;;;1.0;23.0;;2.0;;;Jadson;38315;Corinthians;COR;4;0.25;Jadson Rodrigues da Silva;0.4;mei;9.88;4;Provavel;-0.59
3194;;1.0;;;;4.0;;1.0;2.0;;1.0;;;;3.0;;4.0;;;Thiago Heleno;38394;Atletico-PR;ATL;3;3.87;Thiago Heleno Henrique Ferreira;2.5;zag;8.53;4;Nulo;-0.45
3195;;;;;;;;;1.0;;;;;;;;;;;Vinicius Pacheco;38400;Avai;AVA;1;0.5;Vinicius Pacheco dos Santos;0.0;mei;3.89;4;Nulo;0.0
3196;;;;;;5.0;;1.0;9.0;;;;;;12.0;;3.0;;;Rafinha;38421;Cruzeiro;CRU;3;1.4;Rafael da Silva Francisco;1.1;mei;6.45;4;Nulo;-0.53
3197;;;;;;;;;;;;;;;;;;;;Fabio Ferreira;38425;Ponte Preta;PON;0;0.0;Fabio Ferreira da Silva;0.0;zag;5.0;4;Nulo;0.0
3198;;;;3.0;;;;;;;;;6.0;;;;;;;Diego Cavalieri;38431;Fluminense;FLU;3;-1.0;Diego Cavalieri;0.0;gol;3.91;4;Nulo;0.0
3199;;;;;;;;;;;;;;;;;;;;Pierre;38440;Fluminense;FLU;1;0.0;Lucas Pierre Santos Oliveira;0.0;mei;3.54;4;Contundido;0.0
3200;;;;;;;;;;;;;;;;;;;;Eder Luis;38508;Vasco;VAS;0;0.0;Eder Luis de Oliveira;0.0;ata;3.0;4;Nulo;0.0
3201;;;;;;1.0;;;;;;;;;;;;1.0;;Edilson;38523;Gremio;GRE;1;4.5;Edilson Mendes Guimaraes;4.5;lat;10.54;4;Nulo;-1.46
3202;;;;;;7.0;2.0;3.0;3.0;;;;;;15.0;;2.0;;;Cleiton Xavier;38530;Vitoria;VIT;4;0.25;Cleiton Ribeiro Xavier;-1.4;mei;4.92;4;Nulo;-0.95
3203;;;;;;6.0;;;2.0;;;;;;3.0;;4.0;;;Felipe Melo;38545;Palmeiras;PAL;2;1.95;Felipe Melo de Carvalho;0.0;mei;9.41;4;Duvida;0.0
