;A;CA;CV;DD;DP;FC;FD;FF;FS;FT;G;GC;GS;I;PE;PP;RB;SG;atletas_scout;apelido;atleta_id;clubename;clube_id;jogos_num;media_num;nome;pontos_num;posicao_id;preco_num;Rodada;status_id;variacao_num
0;;;;;;;;;;;;;;;;;;;;Juan;36540;Flamengo;FLA;0;0;Juan Silveira dos Santos;0;zag;5;0;Nulo;0
1;;;;;;;;;;;;;;;;;;;;Ze Roberto;36612;Palmeiras;PAL;0;0;Jose Roberto da Silva Junior;0;lat;8;0;Provavel;0
2;;;;;;;;;;;;;;;;;;;;Paulo Autuori;36943;;ATL;0;0;Paulo Autuori;0;tec;10;0;Provavel;0
3;;;;;;;;;;;;;;;;;;;;Guto Ferreira;37245;;BAH;0;0;Augusto Sergio Ferreira;0;tec;4;0;Provavel;0
4;;;;;;;;;;;;;;;;;;;;Ney Franco;37246;;SPO;0;0;Ney Franco da Silveira Junior;0;tec;4;0;Provavel;0
5;;;;;;;;;;;;;;;;;;;;Mano Menezes;37281;Cruzeiro;CRU;0;0;Luis Antônio Venker de Menezes;0;tec;12;0;Provavel;0
6;;;;;;;;;;;;;;;;;;;;Gilson Kleina;37306;Ponte Preta;PON;0;0;Gilson Kleina;0;tec;4;0;Provavel;0
7;;;;;;;;;;;;;;;;;;;;Marcelo Cabo;37333;;ATL;0;0;Marcelo Ribeiro Cabo;0;tec;2;0;Provavel;0
8;;;;;;;;;;;;;;;;;;;;Paulo Andre;37604;Atletico-PR;ATL;0;0;Paulo Andre Cren Benini;0;zag;6;0;Nulo;0
9;;;;;;;;;;;;;;;;;;;;Michel Bastos;37607;Palmeiras;PAL;0;0;Michel Fernandes Bastos;0;mei;8;0;Nulo;0
10;;;;;;;;;;;;;;;;;;;;Cristian;37608;Corinthians;COR;0;0;Cristian Mark Junio Nascimento Oliveira Baroni;0;mei;4;0;Nulo;0
11;;;;;;;;;;;;;;;;;;;;Rafael Marques;37623;Vasco;VAS;0;0;Rafael Marques Pinto;0;zag;7;0;Provavel;0
12;;;;;;;;;;;;;;;;;;;;Diguinho;37627;;VAS;0;0;Rodrigo Oliveira de Bittencourt;0;mei;3;0;Nulo;0
13;;;;;;;;;;;;;;;;;;;;Rodrigo;37644;Ponte Preta;PON;0;0;Rodrigo Baldasso da Costa;0;zag;10;0;Nulo;0
14;;;;;;;;;;;;;;;;;;;;Marcelo Mattos;37645;Vasco;VAS;0;0;Marcelo Mendonca de Mattos Terra;0;mei;4;0;Nulo;0
15;;;;;;;;;;;;;;;;;;;;Betao;37646;Avai;AVA;0;0;Ebert Willian Amancio;0;zag;5;0;Provavel;0
16;;;;;;;;;;;;;;;;;;;;Carlos Alberto;37652;Atletico-PR;ATL;0;0;Carlos Alberto Gomes de Jesus;0;mei;8;0;Contundido;0
17;;;;;;;;;;;;;;;;;;;;Rafael Moura;37655;Atletico-MG;ATL;0;0;Rafael Martiniano de Miranda Moura;0;ata;8;0;Nulo;0
18;;;;;;;;;;;;;;;;;;;;Fabio;37656;Cruzeiro;CRU;0;0;Fabio Deivson Lopes Maciel;0;gol;12;0;Nulo;0
19;;;;;;;;;;;;;;;;;;;;Edu Dracena;37657;Palmeiras;PAL;0;0;Eduardo Luis Abonizio de Souza;0;zag;8;0;Provavel;0
20;;;;;;;;;;;;;;;;;;;;Jonathan;37662;Atletico-PR;ATL;0;0;Jonathan Cicero Moreira;0;lat;9;0;Provavel;0
21;;;;;;;;;;;;;;;;;;;;Julio Cesar;37663;Vasco;VAS;0;0;Julio Cesar Coelho de Moraes Junior;0;lat;3;0;Nulo;0
22;;;;;;;;;;;;;;;;;;;;Alecsandro;37673;Coritiba;COR;0;0;Alecsandro Barbosa Felisbino;0;ata;8;0;Duvida;0
23;;;;;;;;;;;;;;;;;;;;Wagner;37674;Vasco;VAS;0;0;Wagner Ferreira dos Santos;0;mei;8;0;Provavel;0
24;;;;;;;;;;;;;;;;;;;;Cicero;37688;Sao Paulo;SAO;0;0;Cicero Santos;0;mei;11;0;Provavel;0
25;;;;;;;;;;;;;;;;;;;;Henrique;37694;Cruzeiro;CRU;0;0;Henrique Pacheco de Lima;0;mei;11;0;Provavel;0
26;;;;;;;;;;;;;;;;;;;;Leo Moura;37701;Gremio;GRE;0;0;Leonardo da Silva Moura;0;lat;9;0;Provavel;0
27;;;;;;;;;;;;;;;;;;;;Arouca;37718;Palmeiras;PAL;0;0;Marcos Arouca da Silva;0;mei;6;0;Contundido;0
28;;;;;;;;;;;;;;;;;;;;Marcelo Grohe;37770;Gremio;GRE;0;0;Marcelo Grohe;0;gol;12;0;Provavel;0
29;;;;;;;;;;;;;;;;;;;;Edinho;37792;Coritiba;COR;0;0;Edimo Ferreira Campos;0;mei;6;0;Nulo;0
30;;;;;;;;;;;;;;;;;;;;Rafael Sobis;37798;Cruzeiro;CRU;0;0;Rafael Augusto Sobis do Nascimento;0;ata;13;0;Contundido;0
31;;;;;;;;;;;;;;;;;;;;Gustavo;37840;Avai;AVA;0;0;Gustavo Franchin Schiavolin;0;zag;6;0;Nulo;0
32;;;;;;;;;;;;;;;;;;;;Maicosuel;37851;Sao Paulo;ATL;0;0;Maicosuel Reginaldo de Matos;0;mei;8;0;Nulo;0
33;;;;;;;;;;;;;;;;;;;;Luis Fabiano;37919;Vasco;VAS;0;0;Luis Fabiano Clemente;0;ata;11;0;Provavel;0
34;;;;;;;;;;;;;;;;;;;;Aranha;37984;Ponte Preta;PON;0;0;Mario Lucio Duarte Costa;0;gol;9;0;Provavel;0
35;;;;;;;;;;;;;;;;;;;;Anderson;38001;Bahia;BAH;0;0;Anderson Pedro Nunes da Silva Campos;0;gol;1;0;Nulo;0
36;;;;;;;;;;;;;;;;;;;;Wendel;38021;Ponte Preta;PON;0;0;Wendel Geraldo Mauricio e Silva;0;mei;8;0;Nulo;0
37;;;;;;;;;;;;;;;;;;;;Lugano;38062;Sao Paulo;SAO;0;0;Diego Alfredo Lugano Moreno;0;zag;5;0;Nulo;0
38;;;;;;;;;;;;;;;;;;;;Danilo;38067;Corinthians;COR;0;0;Danilo Gabriel de Andrade;0;mei;5;0;Nulo;0
39;;;;;;;;;;;;;;;;;;;;Durval;38100;Sport;SPO;0;0;Severino dos Ramos Durval da Silva;0;zag;6;0;Nulo;0
40;;;;;;;;;;;;;;;;;;;;Jefferson;38109;Botafogo;BOT;0;0;Jefferson de Oliveira Galvao;0;gol;9;0;Contundido;0
41;;;;;;;;;;;;;;;;;;;;Jô;38138;Corinthians;COR;0;0;Joao Alves de Assis Silva;0;ata;5;0;Provavel;0
42;;;;;;;;;;;;;;;;;;;;Fernando Prass;38140;Palmeiras;PAL;0;0;Fernando Buttenbender Prass;0;gol;8;0;Provavel;0
43;;;;;;;;;;;;;;;;;;;;Marquinhos;38150;Avai;AVA;0;0;Marcos Vicente dos Santos;0;mei;8;0;Provavel;0
44;;;;;;;;;;;;;;;;;;;;Artur Moraes;38156;Chapecoense;CHA;0;0;Artur Guilherme Moraes Gusmao;0;gol;6;0;Nulo;0
45;;;;;;;;;;;;;;;;;;;;Fred;38162;Atletico-MG;ATL;0;0;Frederico Chaves Guedes;0;ata;24;0;Provavel;0
46;;;;;;;;;;;;;;;;;;;;Maicon;38196;Gremio;GRE;0;0;Maicon Thiago Pereira de Souza;0;mei;12;0;Nulo;0
47;;;;;;;;;;;;;;;;;;;;Muriqui;38225;Vasco;VAS;0;0;Luiz Guilherme da Conceicao Silva;0;ata;5;0;Nulo;0
48;;;;;;;;;;;;;;;;;;;;Fabio Santos;38229;Atletico-MG;ATL;0;0;Fabio Santos Romeu;0;lat;5;0;Provavel;0
49;;;;;;;;;;;;;;;;;;;;Grafite;38230;Atletico-PR;ATL;0;0;Edinaldo Batista Libanio;0;ata;12;0;Nulo;0
50;;;;;;;;;;;;;;;;;;;;Robinho;38246;Atletico-MG;ATL;0;0;Robson de Souza;0;ata;24;0;Provavel;0
51;;;;;;;;;;;;;;;;;;;;Thiago Neves;38277;Cruzeiro;CRU;0;0;Thiago Neves Augusto;0;mei;20;0;Duvida;0
52;;;;;;;;;;;;;;;;;;;;Wellington Paulista;38279;Chapecoense;CHA;0;0;Wellington Pereira do Nascimento;0;ata;7;0;Provavel;0
53;;;;;;;;;;;;;;;;;;;;Roger;38287;Botafogo;BOT;0;0;Roger Rodrigues da Silva;0;ata;7;0;Provavel;0
54;;;;;;;;;;;;;;;;;;;;Marcio Araujo;38311;Flamengo;FLA;0;0;Marcio Rodrigues Araujo;0;mei;6;0;Provavel;0
55;;;;;;;;;;;;;;;;;;;;Jadson;38315;Corinthians;COR;0;0;Jadson Rodrigues da Silva;0;mei;22;0;Provavel;0
56;;;;;;;;;;;;;;;;;;;;Thiago Heleno;38394;Atletico-PR;ATL;0;0;Thiago Heleno Henrique Ferreira;0;zag;9;0;Contundido;0
57;;;;;;;;;;;;;;;;;;;;Vinicius Pacheco;38400;Avai;AVA;0;0;Vinicius Pacheco dos Santos;0;mei;5;0;Nulo;0
58;;;;;;;;;;;;;;;;;;;;Rafinha;38421;Cruzeiro;CRU;0;0;Rafael da Silva Francisco;0;mei;9;0;Provavel;0
59;;;;;;;;;;;;;;;;;;;;Fabio Ferreira;38425;Ponte Preta;PON;0;0;Fabio Ferreira da Silva;0;zag;5;0;Nulo;0
60;;;;;;;;;;;;;;;;;;;;Diego Cavalieri;38431;Fluminense;FLU;0;0;Diego Cavalieri;0;gol;9;0;Provavel;0
61;;;;;;;;;;;;;;;;;;;;Pierre;38440;Fluminense;FLU;0;0;Lucas Pierre Santos Oliveira;0;mei;5;0;Nulo;0
62;;;;;;;;;;;;;;;;;;;;Eder Luis;38508;Vasco;VAS;0;0;Eder Luis de Oliveira;0;ata;3;0;Nulo;0
63;;;;;;;;;;;;;;;;;;;;Edilson;38523;Gremio;GRE;0;0;Edilson Mendes Guimaraes;0;lat;12;0;Suspenso;0
64;;;;;;;;;;;;;;;;;;;;Cleiton Xavier;38530;Vitoria;VIT;0;0;Cleiton Ribeiro Xavier;0;mei;10;0;Provavel;0
65;;;;;;;;;;;;;;;;;;;;Felipe Melo;38545;Palmeiras;PAL;0;0;Felipe Melo de Carvalho;0;mei;13;0;Provavel;0
66;;;;;;;;;;;;;;;;;;;;Matheus Ferraz;38632;Sport;SPO;0;0;Matheus Ferraz Pereira;0;zag;6;0;Provavel;0
67;;;;;;;;;;;;;;;;;;;;Douglas;38738;Gremio;GRE;0;0;Douglas dos Santos;0;mei;14;0;Contundido;0
68;;;;;;;;;;;;;;;;;;;;Andrezinho;38768;Vasco;VAS;0;0;Andre Luiz Tavares;0;mei;7;0;Nulo;0
69;;;;;;;;;;;;;;;;;;;;Anderson;38852;Coritiba;COR;0;0;Anderson Luis de Abreu Oliveira;0;mei;7;0;Provavel;0
70;;;;;;;;;;;;;;;;;;;;Renato;38908;Santos;SAN;0;0;Renato Dirnei Florencio;0;mei;12;0;Duvida;0
71;;;;;;;;;;;;;;;;;;;;Diego;38909;Flamengo;FLA;0;0;Diego Ribas da Cunha;0;mei;25;0;Contundido;0
72;;;;;;;;;;;;;;;;;;;;Ricardo Oliveira;38910;Santos;SAN;0;0;Ricardo de Oliveira;0;ata;20;0;Duvida;0
73;;;;;;;;;;;;;;;;;;;;Nene;38913;Vasco;VAS;0;0;Anderson Luiz de Carvalho;0;mei;23;0;Provavel;0
74;;;;;;;;;;;;;;;;;;;;Dudu Cearense;38928;Botafogo;BOT;0;0;Alexandro Silva de Souza;0;mei;6;0;Nulo;0
75;;;;;;;;;;;;;;;;;;;;Rafael Marques;38957;Cruzeiro;PAL;0;0;Rafael Marques Mariano;0;ata;5;0;Nulo;0
76;;;;;;;;;;;;;;;;;;;;Jonas;39152;Botafogo;BOT;0;0;Jonas Jessue da Silva Junior;0;lat;6;0;Contundido;0
77;;;;;;;;;;;;;;;;;;;;Renato;39572;Fluminense;FLU;0;0;Jose Renato da Silva Junior;0;lat;5;0;Nulo;0
78;;;;;;;;;;;;;;;;;;;;Vagner Mancini;39850;Chapecoense;CHA;0;0;Vagner Carmo Mancini;0;tec;7;0;Provavel;0
79;;;;;;;;;;;;;;;;;;;;Abel Braga;40006;Fluminense;FLU;0;0;Abel Carlos da Silva Braga;0;tec;15;0;Provavel;0
80;;;;;;;;;;;;;;;;;;;;Kleber;40179;Coritiba;COR;0;0;Kleber Giacomace de Souza Freitas;0;ata;10;0;Provavel;0
81;;;;;;;;;;;;;;;;;;;;Dorival Junior;40990;;SAN;0;0;Dorival Silvestre Junior;0;tec;15;0;Provavel;0
82;;;;;;;;;;;;;;;;;;;;Magrao;41218;Sport;SPO;0;0;Alessandro Beti Rosa;0;gol;9;0;Provavel;0
83;;;;;;;;;;;;;;;;;;;;Renato Gaucho;41929;Gremio;GRE;0;0;Renato Portaluppi;0;tec;13;0;Provavel;0
84;;;;;;;;;;;;;;;;;;;;Willian;42116;Palmeiras;PAL;0;0;Willian Gomes de Siqueira;0;ata;11;0;Duvida;0
85;;;;;;;;;;;;;;;;;;;;Felipe Santana;42140;Atletico-MG;ATL;0;0;Felipe Augusto Santana;0;zag;7;0;Provavel;0
86;;;;;;;;;;;;;;;;;;;;Egidio;42145;Palmeiras;PAL;0;0;Egidio de Araujo Pereira Junior;0;lat;6;0;Nulo;0
87;;;;;;;;;;;;;;;;;;;;Fernando Bob;42213;Ponte Preta;PON;0;0;Fernando Paixao da Silva;0;mei;9;0;Provavel;0
88;;;;;;;;;;;;;;;;;;;;Osvaldo;42222;Sport;SPO;0;0;Osvaldo Lourenco Filho;0;ata;4;0;Provavel;0
89;;;;;;;;;;;;;;;;;;;;Amaral;42232;Chapecoense;CHA;0;0;William Jose de Souza;0;mei;5;0;Contundido;0
90;;;;;;;;;;;;;;;;;;;;Cassio;42234;Corinthians;COR;0;0;Cassio Ramos;0;gol;14;0;Provavel;0
91;;;;;;;;;;;;;;;;;;;;Felipe Garcia;42330;Atletico-GO;ATL;0;0;Felipe Garcia dos Prazeres;0;gol;3;0;Nulo;0
92;;;;;;;;;;;;;;;;;;;;Cuca;42411;Palmeiras;PAL;0;0;Alexi Stival;0;tec;13;0;Provavel;0
93;;;;;;;;;;;;;;;;;;;;Bruno;42499;Sao Paulo;SAO;0;0;Bruno Vieira do Nascimento;0;lat;8;0;Nulo;0
94;;;;;;;;;;;;;;;;;;;;Fagner;42500;Corinthians;COR;0;0;Fagner Conserva Lemos;0;lat;17;0;Provavel;0
95;;;;;;;;;;;;;;;;;;;;Julio Cesar;49673;Fluminense;FLU;0;0;Julio Cesar Jacobi;0;gol;7;0;Nulo;0
96;;;;;;;;;;;;;;;;;;;;Fabricio;49674;Cruzeiro;CRU;0;0;Fabricio dos Santos Silva;0;lat;5;0;Nulo;0
97;;;;;;;;;;;;;;;;;;;;Wilson;50284;Coritiba;COR;0;0;Wilson Rodrigues de Moura Junior;0;gol;10;0;Provavel;0
98;;;;;;;;;;;;;;;;;;;;Guilherme;50294;Atletico-PR;ATL;0;0;Guilherme Milhomem Gusmao;0;mei;10;0;Provavel;0
99;;;;;;;;;;;;;;;;;;;;Everton;50301;Flamengo;FLA;0;0;Everton Cardoso da Silva;0;mei;11;0;Provavel;0
100;;;;;;;;;;;;;;;;;;;;Adilson;50307;Atletico-MG;ATL;0;0;Adilson Warken;0;mei;6;0;Provavel;0
101;;;;;;;;;;;;;;;;;;;;David Braz;50317;Santos;SAN;0;0;David Braz de Oliveira Filho;0;zag;10;0;Contundido;0
102;;;;;;;;;;;;;;;;;;;;Hudson;50324;Cruzeiro;CRU;0;0;Hudson Rodrigues dos Santos;0;mei;7;0;Provavel;0
103;;;;;;;;;;;;;;;;;;;;Marcelo Oliveira;50328;Gremio;GRE;0;0;Marcelo Oliveira Ferreira;0;lat;9;0;Provavel;0
104;;;;;;;;;;;;;;;;;;;;Conca;50348;Flamengo;FLA;0;0;Dario Leonardo Conca;0;mei;12;0;Contundido;0
105;;;;;;;;;;;;;;;;;;;;Lucas;50362;Fluminense;FLU;0;0;Lucas Rios Marques;0;lat;8;0;Provavel;0
106;;;;;;;;;;;;;;;;;;;;Carlos Eduardo;50369;;ATL;0;0;Carlos Eduardo Marques;0;mei;3;0;Nulo;0
107;;;;;;;;;;;;;;;;;;;;Paulo Henrique;50398;Sport;SPO;0;0;Paulo Henrique Carneiro Filho;0;ata;3;0;Nulo;0
108;;;;;;;;;;;;;;;;;;;;Kayke;50402;Santos;SAN;0;0;Kayke Moreno de Andrade Rodrigues;0;ata;7;0;Duvida;0
109;;;;;;;;;;;;;;;;;;;;Marquinho;50407;Fluminense;FLU;0;0;Marco Antonio de Mattos Filho;0;mei;6;0;Nulo;0
110;;;;;;;;;;;;;;;;;;;;Breno;50408;Vasco;SAO;0;0;Breno Vinicius Rodrigues Borges;0;zag;4;0;Nulo;0
111;;;;;;;;;;;;;;;;;;;;Wesley;50421;Sao Paulo;SAO;0;0;Wesley Lopes Beltrame;0;mei;5;0;Contundido;0
112;;;;;;;;;;;;;;;;;;;;Kadu;50427;Ponte Preta;PON;0;0;Ricardo Martins de Araujo;0;zag;4;0;Provavel;0
113;;;;;;;;;;;;;;;;;;;;Vilson;50439;Corinthians;COR;0;0;Vilson Xavier de Meneses Junior;0;zag;4;0;Nulo;0
114;;;;;;;;;;;;;;;;;;;;Leo;50459;Cruzeiro;CRU;0;0;Leonardo Renan Simões de Lacerda;0;zag;8;0;Provavel;0
115;;;;;;;;;;;;;;;;;;;;Eduardo;50645;Bahia;BAH;0;0;Carlos Eduardo Santos Oliveira;0;lat;5;0;Provavel;0
116;;;;;;;;;;;;;;;;;;;;Henrique;50856;Fluminense;FLU;0;0;Henrique Adriano Buss;0;zag;10;0;Provavel;0
117;;;;;;;;;;;;;;;;;;;;Apodi;51042;Chapecoense;CHA;0;0;Luiz Diallison de Souza Alves;0;lat;6;0;Provavel;0
118;;;;;;;;;;;;;;;;;;;;Denis;51175;Sao Paulo;SAO;0;0;Denis Cesar de Matos;0;gol;5;0;Nulo;0
119;;;;;;;;;;;;;;;;;;;;Emerson Silva;51299;Botafogo;BOT;0;0;Emerson dos Santos Silva;0;zag;6;0;Contundido;0
120;;;;;;;;;;;;;;;;;;;;Leandro Donizete;51318;Santos;SAN;0;0;Leandro Donizete Goncalves da Silva;0;mei;7;0;Duvida;0
121;;;;;;;;;;;;;;;;;;;;Renato Caja;51319;Ponte Preta;PON;0;0;Renato Adriano Jaco de Morais;0;mei;9;0;Nulo;0
122;;;;;;;;;;;;;;;;;;;;Walter;51413;Corinthians;COR;0;0;Walter Leandro Capeloza Artune;0;gol;6;0;Nulo;0
123;;;;;;;;;;;;;;;;;;;;Roger Carvalho;51415;Atletico-GO;ATL;0;0;Roger de Carvalho;0;zag;6;0;Provavel;0
124;;;;;;;;;;;;;;;;;;;;Thiago Carleto;51700;Coritiba;COR;0;0;Thiago Carleto Alves;0;lat;4;0;Nulo;0
125;;;;;;;;;;;;;;;;;;;;Bruno Rodrigo;51705;Gremio;GRE;0;0;Bruno Rodrigo Fenelon Palomo;0;zag;7;0;Nulo;0
126;;;;;;;;;;;;;;;;;;;;Kanu;51792;Vitoria;VIT;0;0;Antonio Eduardo Pereira dos Santos;0;zag;8;0;Nulo;0
127;;;;;;;;;;;;;;;;;;;;Leandro Salino;51905;Vitoria;VIT;0;0;Leandro Salino do Carmo;0;lat;4;0;Nulo;0
128;;;;;;;;;;;;;;;;;;;;Rever;52253;Flamengo;FLA;0;0;Rever Humberto Alves Araujo;0;zag;14;0;Provavel;0
129;;;;;;;;;;;;;;;;;;;;Gilson;52674;Botafogo;BOT;0;0;Gilson Gomes do Nascimento;0;lat;5;0;Nulo;0
130;;;;;;;;;;;;;;;;;;;;Victor;52950;Atletico-MG;ATL;0;0;Victor Leandro Bagy;0;gol;13;0;Provavel;0
131;;;;;;;;;;;;;;;;;;;;Lins;53669;Ponte Preta;PON;0;0;Lins Lima de Britto;0;ata;5;0;Duvida;0
132;;;;;;;;;;;;;;;;;;;;Ferdinando;53731;Avai;AVA;0;0;Ferdinando Pereira Leda;0;mei;5;0;Nulo;0
133;;;;;;;;;;;;;;;;;;;;Elias;54395;Atletico-MG;ATL;0;0;Elias Mendes Trindade;0;mei;14;0;Provavel;0
134;;;;;;;;;;;;;;;;;;;;Willians;54424;Cruzeiro;CRU;0;0;Willians Domingos Fernandes;0;mei;4;0;Nulo;0
135;;;;;;;;;;;;;;;;;;;;Tulio de Melo;54797;Chapecoense;CHA;0;0;Tulio Vinicius Froes de Melo;0;ata;7;0;Nulo;0
136;;;;;;;;;;;;;;;;;;;;Luis Ricardo;55348;Botafogo;BOT;0;0;Luis Ricardo Silva Umbelino;0;lat;8;0;Contundido;0
137;;;;;;;;;;;;;;;;;;;;Xuxa;55594;Ponte Preta;PON;0;0;Cassio Luis Rissardo;0;mei;4;0;Nulo;0
138;;;;;;;;;;;;;;;;;;;;Joao Paulo;56102;Coritiba;COR;0;0;Joao Paulo da Silva;0;mei;7;0;Contundido;0
139;;;;;;;;;;;;;;;;;;;;Rafael Carioca;60784;Atletico-MG;ATL;0;0;Rafael de Souza Pereira;0;mei;12;0;Provavel;0
140;;;;;;;;;;;;;;;;;;;;Willians;60787;Avai;ATL;0;0;Willians dos Santos Santana;0;ata;5;0;Nulo;0
141;;;;;;;;;;;;;;;;;;;;Marquinhos;60788;Sport;SPO;0;0;Marcos Antônio da Silva Goncalves;0;ata;5;0;Contundido;0
142;;;;;;;;;;;;;;;;;;;;Bruno Gallo;60802;Vasco;VAS;0;0;Bruno Vieira Gallo;0;mei;3;0;Nulo;0
143;;;;;;;;;;;;;;;;;;;;Dede;60819;Cruzeiro;CRU;0;0;Anderson Vital da Silva;0;zag;6;0;Provavel;0
144;;;;;;;;;;;;;;;;;;;;Julio dos Santos;60853;Vasco;VAS;0;0;Julio Daniel dos Santos Rodriguez;0;mei;5;0;Nulo;0
145;;;;;;;;;;;;;;;;;;;;Jael;60859;Gremio;GRE;0;0;Jael Ferreira Vieira;0;ata;5;0;Contundido;0
146;;;;;;;;;;;;;;;;;;;;Patric;60969;Vitoria;VIT;0;0;Patric Cabral Lalau;0;lat;9;0;Provavel;0
147;;;;;;;;;;;;;;;;;;;;Rodriguinho;61033;Corinthians;COR;0;0;Rodrigo Eduardo Costa Marinho;0;mei;17;0;Provavel;0
148;;;;;;;;;;;;;;;;;;;;Lucca;61149;Ponte Preta;PON;0;0;Lucca Borges Brito;0;ata;7;0;Provavel;0
149;;;;;;;;;;;;;;;;;;;;Gilberto;61188;Sao Paulo;SAO;0;0;Gilberto Oliveira Souza Junior;0;ata;7;0;Nulo;0
150;;;;;;;;;;;;;;;;;;;;Carlos Cesar;61211;Atletico-MG;ATL;0;0;Carlos Cesar Neves;0;lat;7;0;Provavel;0
151;;;;;;;;;;;;;;;;;;;;Airton;61985;Botafogo;BOT;0;0;Airton Ribeiro Santos;0;mei;10;0;Provavel;0
152;;;;;;;;;;;;;;;;;;;;Camilo;62009;Botafogo;BOT;0;0;Fernando Camilo Farias;0;mei;21;0;Provavel;0
153;;;;;;;;;;;;;;;;;;;;Edimar;62024;Sao Paulo;SAO;0;0;Edimar Curitiba Fraga;0;lat;5;0;Nulo;0
154;;;;;;;;;;;;;;;;;;;;Jean;62047;Palmeiras;PAL;0;0;Jean Raphael Vanderlei Moreira;0;lat;12;0;Provavel;0
155;;;;;;;;;;;;;;;;;;;;Maikon Leite;62069;Bahia;BAH;0;0;Maikon Fernando Souza Leite;0;ata;5;0;Nulo;0
156;;;;;;;;;;;;;;;;;;;;Para;62086;Flamengo;FLA;0;0;Marcos Rogerio Ricci Lopes;0;lat;13;0;Provavel;0
157;;;;;;;;;;;;;;;;;;;;Robinho;62104;Cruzeiro;CRU;0;0;Robson Michael Signorini;0;mei;12;0;Nulo;0
158;;;;;;;;;;;;;;;;;;;;Vanderlei;62121;Santos;SAN;0;0;Vanderlei Farias da Silva;0;gol;16;0;Provavel;0
159;;;;;;;;;;;;;;;;;;;;Walter;62128;Atletico-GO;ATL;0;0;Walter Henrique da Silva;0;ata;6;0;Provavel;0
160;;;;;;;;;;;;;;;;;;;;Wellington;62129;Vasco;SAO;0;0;Wellington Aparecido Martins;0;mei;3;0;Nulo;0
161;;;;;;;;;;;;;;;;;;;;William Matheus;62130;Coritiba;COR;0;0;William Matheus da Silva;0;lat;6;0;Provavel;0
162;;;;;;;;;;;;;;;;;;;;Werley;62974;Coritiba;COR;0;0;Werley Ananias da Silva;0;zag;5;0;Provavel;0
163;;;;;;;;;;;;;;;;;;;;Joao Paulo;62997;Avai;AVA;0;0;Joao Paulo Purcino de Almeida;0;lat;4;0;Nulo;0
164;;;;;;;;;;;;;;;;;;;;Victor Ramos;63000;Chapecoense;CHA;0;0;Victor Ramos Ferreira;0;zag;6;0;Provavel;0
165;;;;;;;;;;;;;;;;;;;;Marcos Rocha;63013;Atletico-MG;ATL;0;0;Marcos Luis Rocha Aquino;0;lat;14;0;Contundido;0
166;;;;;;;;;;;;;;;;;;;;Willian Farias;63058;Vitoria;VIT;0;0;Willian Roberto Farias;0;mei;8;0;Provavel;0
167;;;;;;;;;;;;;;;;;;;;Alan Ruschel;63110;Chapecoense;CHA;0;0;Alan Luciano Ruschel;0;lat;3;0;Nulo;0
168;;;;;;;;;;;;;;;;;;;;Douglas;63128;Sao Paulo;SAO;0;0;Douglas Silva Bacelar;0;zag;4;0;Nulo;0
169;;;;;;;;;;;;;;;;;;;;Moises;63158;Palmeiras;PAL;0;0;Moises Lima Magalhaes;0;mei;10;0;Contundido;0
170;;;;;;;;;;;;;;;;;;;;Junior Vicosa;63177;Atletico-GO;ATL;0;0;Luiz Severo Junior;0;ata;7;0;Nulo;0
171;;;;;;;;;;;;;;;;;;;;Luan;63219;Atletico-MG;ATL;0;0;Luan Madson Gedeao De Paiva;0;ata;8;0;Contundido;0
172;;;;;;;;;;;;;;;;;;;;Jucilei;63422;Sao Paulo;SAO;0;0;Jucilei da Silva;0;mei;8;0;Provavel;0
173;;;;;;;;;;;;;;;;;;;;Andre;68690;Sport;SPO;0;0;Andre Felipe Ribeiro de Souza;0;ata;6;0;Duvida;0
174;;;;;;;;;;;;;;;;;;;;Armero;68693;Bahia;BAH;0;0;Pablo Estifer Armero;0;lat;5;0;Duvida;0
175;;;;;;;;;;;;;;;;;;;;Bruno Silva;68698;Botafogo;BOT;0;0;Bruno Cesar Pereira da Silva;0;mei;8;0;Provavel;0
176;;;;;;;;;;;;;;;;;;;;Diego Renan;68725;Chapecoense;CHA;0;0;Diego Renan de Lima Ferreira;0;lat;7;0;Nulo;0
177;;;;;;;;;;;;;;;;;;;;Emerson Sheik;68744;Ponte Preta;PON;0;0;Marcio Passos de Albuquerque;0;ata;6;0;Nulo;0
178;;;;;;;;;;;;;;;;;;;;Fernandinho;68758;Gremio;GRE;0;0;Luiz Fernando Pereira da Silva;0;ata;6;0;Nulo;0
179;;;;;;;;;;;;;;;;;;;;Camacho;68770;Corinthians;COR;0;0;Guilherme de Aguiar Camacho;0;mei;6;0;Nulo;0
180;;;;;;;;;;;;;;;;;;;;Henrique Almeida;68773;Coritiba;COR;0;0;Henrique Almeida Caixeta Nascentes;0;ata;7;0;Duvida;0
181;;;;;;;;;;;;;;;;;;;;Junior Dutra;68784;Avai;AVA;0;0;Sergio Dutra Junior;0;ata;7;0;Provavel;0
182;;;;;;;;;;;;;;;;;;;;Neto Berola;68807;Coritiba;COR;0;0;Sosthenes Jose Santos Salles;0;ata;4;0;Provavel;0
183;;;;;;;;;;;;;;;;;;;;Nino Paraiba;68808;Ponte Preta;PON;0;0;Severino do Ramo Clementino da Silva;0;lat;7;0;Provavel;0
184;;;;;;;;;;;;;;;;;;;;Renato Chaves;68827;Fluminense;FLU;0;0;Renato de Araujo Chaves Junior;0;zag;6;0;Provavel;0
